x,y,z,r,g,b
-0.08385218,-0.010174979,0.5698134,59.0,47.0,93.0
-0.08385218,-0.007574708,0.5698134,56.0,47.0,90.0
-0.08247671,-0.004990138,0.570665,53.0,47.0,88.0
-0.08247671,-0.0023816593,0.570665,52.0,41.0,75.0
-0.08247671,2.2681964E-4,0.570665,55.0,44.0,76.0
-0.083165534,0.0028308309,0.57023853,56.0,44.0,64.0
-0.083165534,0.0054351995,0.57023853,51.0,40.0,75.0
-0.083165534,0.008039569,0.57023853,50.0,39.0,63.0
-0.083165534,0.010643937,0.57023853,53.0,37.0,84.0
-0.08385218,0.013227463,0.5698134,56.0,43.0,63.0
-0.08385218,0.015827734,0.5698134,46.0,28.0,69.0
-0.08385218,0.018428005,0.5698134,47.0,34.0,60.0
-0.083165534,0.021061411,0.57023853,47.0,37.0,73.0
-0.083165534,0.02366578,0.57023853,50.0,36.0,67.0
-0.08385218,0.026228819,0.5698134,47.0,39.0,59.0
-0.08453669,0.028783806,0.5693895,58.0,34.0,57.0
-0.08453669,0.03137999,0.5693895,48.0,26.0,72.0
-0.08385218,0.034029633,0.5698134,49.0,34.0,65.0
-0.08385218,0.036629904,0.5698134,54.0,38.0,50.0
-0.08385218,0.039230175,0.5698134,50.0,39.0,62.0
-0.08453669,0.04176474,0.5693895,51.0,40.0,59.0
-0.08521908,0.044291347,0.568967,50.0,40.0,55.0
-0.08453669,0.046957113,0.5693895,53.0,42.0,71.0
-0.08385218,0.04963126,0.5698134,56.0,41.0,61.0
-0.08521908,0.052067693,0.568967,48.0,27.0,63.0
-0.08589928,0.054574218,0.5685458,50.0,40.0,49.0
-0.08657741,0.0570729,0.56812596,47.0,36.0,49.0
-0.08521908,0.065028265,0.568967,56.0,30.0,30.0
-0.08521908,0.06762038,0.568967,56.0,37.0,45.0
-0.08255899,-0.054379594,0.5675735,81.0,69.0,111.0
-0.08187031,-0.05186091,0.5679951,55.0,58.0,91.0
-0.08187031,-0.04925654,0.5679951,70.0,45.0,89.0
-0.08117944,-0.046725802,0.5684181,67.0,55.0,82.0
-0.08117944,-0.044117324,0.5684181,61.0,56.0,81.0
-0.08255899,-0.041378237,0.5675735,53.0,53.0,72.0
-0.08255899,-0.038777966,0.5675735,53.0,49.0,79.0
-0.08255899,-0.03617769,0.5675735,50.0,38.0,76.0
-0.08117944,-0.033683408,0.5684181,45.0,44.0,65.0
-0.08255899,-0.03097715,0.5675735,58.0,44.0,86.0
-0.08392994,-0.028287867,0.56673414,56.0,44.0,82.0
-0.08255899,-0.025776608,0.5675735,54.0,47.0,84.0
-0.08187031,-0.023212856,0.5679951,56.0,50.0,79.0
-0.08187031,-0.020608487,0.5679951,58.0,50.0,70.0
-0.08324553,-0.017947556,0.56715316,57.0,48.0,51.0
-0.08392994,-0.0153272925,0.56673414,55.0,48.0,75.0
-0.08461217,-0.012715236,0.5663165,54.0,46.0,71.0
-0.08461217,-0.01012718,0.5663165,59.0,50.0,78.0
-0.08461217,-0.007539124,0.5663165,59.0,51.0,77.0
-0.08392994,-0.004958833,0.56673414,51.0,54.0,80.0
-0.08392994,-0.0023667181,0.56673414,55.0,45.0,77.0
-0.08392994,2.2539671E-4,0.56673414,56.0,43.0,76.0
-0.08392994,0.0028175116,0.56673414,59.0,49.0,62.0
-0.08324553,0.005418124,0.56715316,55.0,44.0,79.0
-0.08324553,0.008014311,0.56715316,46.0,36.0,86.0
-0.08324553,0.010610498,0.56715316,49.0,34.0,64.0
-0.08461217,0.013165323,0.5663165,41.0,33.0,55.0
-0.08392994,0.015778085,0.56673414,47.0,40.0,62.0
-0.08461217,0.018341435,0.5663165,43.0,38.0,62.0
-0.08461217,0.020929491,0.5663165,45.0,44.0,65.0
-0.08392994,0.026146546,0.56673414,49.0,41.0,61.0
-0.0852923,0.028648796,0.5659001,53.0,51.0,64.0
-0.08461217,0.031281713,0.5663165,45.0,38.0,90.0
-0.0852923,0.033816814,0.5659001,45.0,34.0,59.0
-0.08392994,0.036515005,0.56673414,45.0,39.0,27.0
-0.0852923,0.038984835,0.5659001,52.0,41.0,82.0
-0.0852923,0.04156884,0.5659001,50.0,42.0,55.0
-0.0852923,0.044152852,0.5659001,51.0,42.0,30.0
-0.0852923,0.046736863,0.5659001,51.0,47.0,80.0
-0.0852923,0.049320873,0.5659001,55.0,37.0,56.0
-0.08597025,0.051823862,0.56548506,48.0,39.0,31.0
-0.08597025,0.054403838,0.56548506,47.0,36.0,60.0
-0.08597025,0.056983814,0.56548506,51.0,44.0,67.0
-0.08866116,0.059194177,0.56383765,59.0,46.0,70.0
-0.08597025,0.062143765,0.56548506,57.0,45.0,94.0
-0.0852923,0.06482493,0.5659001,58.0,42.0,57.0
-0.08597025,0.06730372,0.56548506,59.0,45.0,50.0
-0.0852923,0.069992945,0.5659001,54.0,43.0,55.0
-0.08195437,-0.056890357,0.5649168,150.0,126.0,124.0
-0.0812658,-0.054379594,0.5653336,94.0,86.0,94.0
-0.0812658,-0.051779322,0.5653336,71.0,63.0,99.0
-0.0812658,-0.04917905,0.5653336,73.0,60.0,100.0
-0.0812658,-0.04657878,0.5653336,73.0,63.0,88.0
-0.0812658,-0.04397851,0.5653336,71.0,65.0,102.0
-0.08195437,-0.04131324,0.5649168,69.0,58.0,87.0
-0.08195437,-0.03871705,0.5649168,70.0,61.0,95.0
-0.08195437,-0.03612086,0.5649168,65.0,56.0,81.0
-0.08195437,-0.033524677,0.5649168,65.0,56.0,82.0
-0.08195437,-0.03092849,0.5649168,77.0,54.0,87.0
-0.082640804,-0.028287867,0.5645013,80.0,51.0,85.0
-0.082640804,-0.025695752,0.5645013,70.0,59.0,83.0
-0.08195437,-0.02313993,0.5649168,64.0,55.0,59.0
-0.082640804,-0.020511523,0.5645013,59.0,52.0,76.0
-0.08332505,-0.017891347,0.56408715,59.0,55.0,76.0
-0.0840072,-0.015279365,0.5636742,59.0,50.0,85.0
-0.08468715,-0.012675539,0.56326264,59.0,52.0,57.0
-0.08468715,-0.010095563,0.56326264,66.0,47.0,46.0
-0.0840072,-0.0075273365,0.5636742,65.0,49.0,82.0
-0.0840072,-0.004943327,0.5636742,68.0,51.0,70.0
-0.0840072,-0.0023593176,0.5636742,73.0,59.0,60.0
-0.08468715,2.2434117E-4,0.56326264,51.0,49.0,59.0
-0.08468715,0.0028043173,0.56326264,54.0,50.0,57.0
-0.0840072,0.0053927107,0.5636742,50.0,46.0,63.0
-0.08195437,0.008014311,0.5649168,42.0,38.0,46.0
-0.0840072,0.01056073,0.5636742,50.0,32.0,52.0
-0.0840072,0.013144739,0.5636742,45.0,36.0,52.0
-0.08468715,0.015704198,0.56326264,48.0,38.0,37.0
-0.08468715,0.018284174,0.56326264,51.0,36.0,54.0
-0.08536502,0.020831631,0.5628523,57.0,48.0,55.0
-0.086040795,0.02337116,0.5624433,64.0,49.0,54.0
-0.08468715,0.026024101,0.56326264,67.0,47.0,50.0
-0.08536502,0.028559495,0.5628523,63.0,50.0,37.0
-0.08468715,0.031184053,0.56326264,59.0,47.0,60.0
-0.08468715,0.03376403,0.56326264,60.0,44.0,68.0
-0.08468715,0.036344007,0.56326264,68.0,48.0,74.0
-0.086040795,0.038802836,0.5624433,65.0,31.0,59.0
-0.08468715,0.04150396,0.56326264,64.0,52.0,53.0
-0.08468715,0.044083934,0.56326264,63.0,46.0,69.0
-0.08468715,0.04666391,0.56326264,70.0,51.0,52.0
-0.086040795,0.04909062,0.5624433,67.0,47.0,61.0
-0.08671443,0.051582303,0.56203556,63.0,42.0,53.0
-0.08671443,0.05415025,0.56203556,67.0,55.0,64.0
-0.086040795,0.05680646,0.5624433,72.0,52.0,82.0
-0.08738602,0.059194177,0.56162906,75.0,40.0,70.0
-0.086040795,0.061950352,0.5624433,74.0,39.0,71.0
-0.086040795,0.064522296,0.5624433,74.0,52.0,58.0
-0.086040795,0.067094244,0.5624433,76.0,54.0,36.0
-0.086040795,0.06966619,0.5624433,76.0,57.0,63.0
-0.08066321,-0.05429417,0.5626805,101.0,85.0,101.0
-0.081351675,-0.0516169,0.56226844,84.0,65.0,101.0
-0.08203793,-0.04894802,0.56185776,82.0,62.0,79.0
-0.08203793,-0.046359964,0.56185776,81.0,61.0,76.0
-0.08203793,-0.043771908,0.56185776,82.0,65.0,65.0
-0.0827221,-0.04111946,0.56144834,79.0,63.0,59.0
-0.08203793,-0.038595796,0.56185776,80.0,57.0,82.0
-0.08066321,-0.03612086,0.5626805,80.0,60.0,53.0
-0.08203793,-0.033419684,0.56185776,76.0,61.0,54.0
-0.08408392,-0.030687468,0.5606334,74.0,57.0,83.0
-0.08408392,-0.028111512,0.5606334,78.0,52.0,59.0
-0.08408392,-0.025535557,0.5606334,76.0,57.0,58.0
-0.0827221,-0.023031393,0.56144834,68.0,55.0,67.0
-0.0827221,-0.020447385,0.56144834,68.0,46.0,77.0
-0.0827221,-0.017863374,0.56144834,72.0,49.0,14.0
-0.08340406,-0.0152555145,0.5610403,71.0,51.0,58.0
-0.08340406,-0.012675539,0.5610403,76.0,52.0,61.0
-0.08340406,-0.010095563,0.5610403,74.0,51.0,70.0
-0.08340406,-0.007515587,0.5610403,77.0,56.0,73.0
-0.08340406,-0.004935611,0.5610403,77.0,58.0,73.0
-0.08340406,-0.002355635,0.5610403,74.0,59.0,53.0
-0.08408392,2.2399152E-4,0.5606334,74.0,52.0,54.0
-0.08408392,0.0027999463,0.5606334,71.0,55.0,62.0
-0.084761694,0.0053675356,0.5602278,69.0,48.0,68.0
-0.08543731,0.007927147,0.5598235,68.0,53.0,53.0
-0.084761694,0.010511428,0.5602278,69.0,52.0,1.0
-0.08340406,0.013124221,0.5610403,70.0,50.0,45.0
-0.08408392,0.01567972,0.5606334,69.0,48.0,49.0
-0.08543731,0.018198948,0.5598235,71.0,52.0,57.0
-0.08543731,0.020766897,0.5598235,76.0,54.0,84.0
-0.08543731,0.023334848,0.5598235,81.0,56.0,71.0
-0.08543731,0.025902798,0.5598235,80.0,52.0,47.0
-0.084761694,0.028515052,0.5602278,78.0,53.0,44.0
-0.08408392,0.031135451,0.5606334,81.0,54.0,68.0
-0.084761694,0.033658944,0.5602278,82.0,58.0,74.0
-0.08543731,0.0361746,0.5598235,84.0,59.0,77.0
-0.08543731,0.03874255,0.5598235,86.0,65.0,59.0
-0.08543731,0.0413105,0.5598235,82.0,62.0,77.0
-0.084761694,0.043946728,0.5602278,78.0,54.0,77.0
-0.084761694,0.046518676,0.5602278,85.0,64.0,59.0
-0.08543731,0.049014352,0.5598235,83.0,71.0,75.0
-0.08611088,0.051502276,0.5594204,82.0,64.0,83.0
-0.08611088,0.054066245,0.5594204,88.0,67.0,76.0
-0.08611088,0.05663021,0.5594204,85.0,71.0,74.0
-0.08611088,0.059194177,0.5594204,87.0,68.0,79.0
-0.08611088,0.061758142,0.5594204,86.0,68.0,91.0
-0.08611088,0.06432211,0.5594204,81.0,63.0,72.0
-0.086782366,0.066782475,0.5590186,82.0,60.0,47.0
-0.086782366,0.06934247,0.5590186,83.0,60.0,69.0
-0.08143699,-0.054039508,0.5592225,109.0,91.0,134.0
-0.08143699,-0.051455498,0.5592225,89.0,70.0,97.0
-0.08143699,-0.048871487,0.5592225,90.0,59.0,88.0
-0.08143699,-0.046287477,0.5592225,89.0,66.0,84.0
-0.08143699,-0.04370347,0.5592225,90.0,67.0,72.0
-0.08143699,-0.04111946,0.5592225,90.0,71.0,74.0
-0.08143699,-0.03853545,0.5592225,88.0,66.0,82.0
-0.08006254,-0.03606421,0.5600356,87.0,66.0,79.0
-0.08143699,-0.033367433,0.5592225,89.0,63.0,82.0
-0.084160194,-0.030592108,0.55761147,89.0,63.0,64.0
-0.084160194,-0.028024158,0.55761147,92.0,59.0,72.0
-0.084160194,-0.025456207,0.55761147,84.0,59.0,84.0
-0.084160194,-0.022888256,0.55761147,83.0,60.0,72.0
-0.082802825,-0.020383649,0.55841446,85.0,54.0,75.0
-0.082802825,-0.017807692,0.55841446,84.0,60.0,63.0
-0.083482586,-0.015208035,0.55801237,85.0,62.0,79.0
-0.082802825,-0.012655783,0.55841446,90.0,58.0,78.0
-0.083482586,-0.010064142,0.55801237,84.0,58.0,67.0
-0.083482586,-0.007492196,0.55801237,86.0,58.0,62.0
-0.083482586,-0.0049202493,0.55801237,93.0,63.0,68.0
-0.083482586,-0.0023483033,0.55801237,84.0,67.0,42.0
-0.084835745,2.2294906E-4,0.5572118,89.0,63.0,64.0
-0.084160194,0.0027912457,0.55761147,88.0,67.0,90.0
-0.084835745,0.0053508817,0.5572118,86.0,55.0,71.0
-0.084835745,0.007914849,0.5572118,81.0,57.0,67.0
-0.084835745,0.010478815,0.5572118,83.0,55.0,53.0
-0.084160194,0.013063047,0.55761147,82.0,54.0,49.0
-0.083482586,0.01565532,0.55801237,86.0,51.0,59.0
-0.084835745,0.018170714,0.5572118,81.0,53.0,78.0
-0.084835745,0.02073468,0.5572118,80.0,55.0,62.0
-0.0855092,0.023262559,0.5568134,82.0,56.0,48.0
-0.086180545,0.025782619,0.5564163,76.0,51.0,51.0
-0.0855092,0.028382549,0.5568134,82.0,52.0,66.0
-0.084835745,0.030990547,0.5572118,82.0,54.0,71.0
-0.084160194,0.03360665,0.55761147,83.0,56.0,75.0
-0.084160194,0.0361746,0.55761147,86.0,59.0,76.0
-0.084160194,0.03874255,0.55761147,87.0,65.0,46.0
-0.084835745,0.04124641,0.5572118,86.0,65.0,73.0
-0.086180545,0.04367487,0.5564163,83.0,66.0,85.0
-0.08684984,0.046159517,0.5560203,90.0,67.0,64.0
-0.086180545,0.048786942,0.5564163,88.0,69.0,78.0
-0.0855092,0.051422503,0.5568134,88.0,70.0,77.0
-0.086180545,0.053899013,0.5564163,90.0,65.0,76.0
-0.086180545,0.05645505,0.5564163,88.0,70.0,92.0
-0.08684984,0.058919962,0.5560203,91.0,62.0,67.0
-0.08684984,0.06147205,0.5560203,85.0,62.0,71.0
-0.08684984,0.06402414,0.5560203,72.0,58.0,81.0
-0.08684984,0.06657623,0.5560203,81.0,60.0,74.0
-0.08684984,0.06912832,0.5560203,88.0,58.0,71.0
-0.08083786,-0.053955156,0.5565955,121.0,108.0,112.0
-0.082203485,-0.051215284,0.55579686,98.0,75.0,97.0
-0.08152173,-0.048719153,0.55619556,108.0,74.0,91.0
-0.082203485,-0.046071388,0.55579686,103.0,78.0,82.0
-0.082203485,-0.043499444,0.55579686,103.0,72.0,77.0
-0.08356061,-0.040800516,0.5550032,93.0,72.0,81.0
-0.08015189,-0.03853545,0.55699664,96.0,76.0,98.0
-0.0787734,-0.03606421,0.5578028,90.0,62.0,61.0
-0.08288308,-0.033160057,0.5553994,91.0,63.0,47.0
-0.08288308,-0.030592108,0.5553994,88.0,67.0,59.0
-0.08356061,-0.027980682,0.5550032,86.0,64.0,65.0
-0.08356061,-0.025416715,0.5550032,86.0,62.0,58.0
-0.08356061,-0.022852749,0.5550032,88.0,65.0,64.0
-0.08356061,-0.020288782,0.5550032,95.0,62.0,67.0
-0.08288308,-0.017752357,0.5553994,87.0,60.0,69.0
-0.08288308,-0.015184406,0.5553994,86.0,68.0,65.0
-0.08288308,-0.012616456,0.5553994,87.0,65.0,71.0
-0.08288308,-0.010048506,0.5553994,87.0,59.0,76.0
-0.08288308,-0.007480555,0.5553994,84.0,54.0,65.0
-0.08356061,-0.004904984,0.5550032,87.0,56.0,60.0
-0.08490936,-0.0023337766,0.5542145,82.0,59.0,44.0
-0.08490936,2.2225948E-4,0.5542145,76.0,62.0,64.0
-0.08356061,0.0027869155,0.5550032,83.0,60.0,71.0
-0.08423604,0.005342594,0.5546082,84.0,62.0,65.0
-0.08423604,0.007902589,0.5546082,84.0,60.0,63.0
-0.08423604,0.010462584,0.5546082,88.0,53.0,63.0
-0.08423604,0.013022578,0.5546082,82.0,64.0,71.0
-0.08356061,0.015606748,0.5550032,79.0,54.0,60.0
-0.08423604,0.018142568,0.5546082,88.0,59.0,72.0
-0.08558061,0.020638628,0.5538219,83.0,63.0,49.0
-0.08558061,0.023190716,0.5538219,79.0,61.0,44.0
-0.08558061,0.025742806,0.5538219,81.0,58.0,63.0
-0.08490936,0.028338654,0.5542145,95.0,58.0,72.0
-0.08423604,0.030942544,0.5546082,88.0,65.0,43.0
-0.08423604,0.033502538,0.5546082,86.0,80.0,86.0
-0.08356061,0.036118478,0.5550032,85.0,60.0,67.0
-0.08356061,0.038682446,0.5550032,91.0,66.0,58.0
-0.08558061,0.04105534,0.5538219,79.0,60.0,45.0
-0.08624977,0.0435402,0.5534306,79.0,59.0,53.0
-0.08824497,0.045876164,0.55226386,76.0,62.0,56.0
-0.08824497,0.048412587,0.55226386,85.0,58.0,67.0
-0.08558061,0.051263697,0.5538219,91.0,73.0,61.0
-0.08558061,0.053815786,0.5538219,92.0,68.0,67.0
-0.08558061,0.056367874,0.5538219,84.0,66.0,72.0
-0.08624977,0.058829125,0.5534306,82.0,69.0,38.0
-0.08624977,0.06137728,0.5534306,81.0,59.0,51.0
-0.08624977,0.06392544,0.5534306,81.0,58.0,54.0
-0.08691691,0.066371255,0.5530405,81.0,56.0,14.0
-0.08758194,0.06880957,0.5526516,80.0,53.0,58.0
-0.08296288,-0.056097288,0.55240303,141.0,123.0,101.0
-0.08296288,-0.05353729,0.55240303,142.0,123.0,108.0
-0.08228548,-0.05105638,0.55279464,98.0,76.0,74.0
-0.08228548,-0.048492413,0.55279464,94.0,74.0,71.0
-0.08228548,-0.04592845,0.55279464,93.0,76.0,81.0
-0.08228548,-0.04336448,0.55279464,95.0,74.0,78.0
-0.08228548,-0.040800516,0.55279464,93.0,71.0,77.0
-0.08160596,-0.03829596,0.55318743,89.0,75.0,78.0
-0.08296288,-0.035617325,0.55240303,90.0,68.0,71.0
-0.08228548,-0.033108614,0.55279464,90.0,60.0,69.0
-0.08160596,-0.030592108,0.55318743,83.0,67.0,92.0
-0.08228548,-0.027980682,0.55279464,86.0,68.0,69.0
-0.08228548,-0.025416715,0.55279464,85.0,66.0,58.0
-0.08296288,-0.02281735,0.55240303,88.0,66.0,68.0
-0.08228548,-0.020288782,0.55279464,88.0,68.0,79.0
-0.08296288,-0.01769736,0.55240303,87.0,70.0,69.0
-0.08296288,-0.015137366,0.55240303,89.0,72.0,76.0
-0.08228548,-0.012596883,0.55279464,86.0,69.0,87.0
-0.08228548,-0.010032916,0.55279464,86.0,62.0,50.0
-0.08228548,-0.0074689505,0.55279464,89.0,64.0,54.0
-0.08431138,-0.0048822616,0.5516236,92.0,68.0,56.0
-0.08431138,-0.0023301728,0.5516236,90.0,61.0,69.0
-0.08431138,2.2191627E-4,0.5516236,83.0,65.0,96.0
-0.08431138,0.0027740053,0.5516236,86.0,68.0,76.0
-0.08431138,0.005326094,0.5516236,88.0,65.0,62.0
-0.08431138,0.007878183,0.5516236,84.0,62.0,53.0
-0.08363816,0.010446403,0.55201274,82.0,54.0,44.0
-0.08363816,0.013002439,0.55201274,81.0,48.0,3.0
-0.08431138,0.01553445,0.5516236,78.0,59.0,48.0
-0.08431138,0.01808654,0.5516236,75.0,54.0,74.0
-0.08498249,0.02060681,0.5512356,78.0,51.0,43.0
-0.08498249,0.023154965,0.5512356,75.0,58.0,41.0
-0.08498249,0.02570312,0.5512356,69.0,60.0,51.0
-0.08498249,0.028251274,0.5512356,79.0,58.0,63.0
-0.08431138,0.030846983,0.5516236,72.0,50.0,58.0
-0.08498249,0.03334758,0.5512356,71.0,49.0,55.0
-0.085651584,0.035840478,0.5508489,72.0,51.0,26.0
-0.085651584,0.03838471,0.5508489,69.0,52.0,1.0
-0.085651584,0.04092894,0.5508489,68.0,49.0,27.0
-0.08498249,0.0435402,0.5512356,70.0,56.0,39.0
-0.08631857,0.045946676,0.5504633,74.0,60.0,51.0
-0.08698353,0.048412587,0.550079,83.0,56.0,50.0
-0.08698353,0.05094901,0.550079,87.0,71.0,54.0
-0.08498249,0.053732816,0.5512356,87.0,63.0,59.0
-0.08498249,0.05628097,0.5512356,83.0,63.0,56.0
-0.08631857,0.058648285,0.5504633,79.0,63.0,46.0
-0.085651584,0.061282795,0.5508489,78.0,54.0,62.0
-0.08698353,0.063631125,0.550079,79.0,55.0,58.0
-0.08631857,0.06626925,0.5504633,77.0,56.0,45.0
-0.08698353,0.06870397,0.550079,76.0,51.0,62.0
-0.08168972,-0.05353729,0.5501979,140.0,120.0,117.0
-0.08168972,-0.050977297,0.5501979,107.0,85.0,89.0
-0.08101034,-0.048492413,0.55058604,85.0,52.0,52.0
-0.08168972,-0.045857307,0.5501979,92.0,69.0,72.0
-0.08168972,-0.04329731,0.5501979,96.0,76.0,82.0
-0.08236697,-0.040674314,0.54981095,93.0,68.0,82.0
-0.08236697,-0.03811828,0.54981095,92.0,72.0,65.0
-0.08304215,-0.03550733,0.5494252,93.0,66.0,60.0
-0.08168972,-0.033057332,0.5501979,89.0,67.0,69.0
-0.08101034,-0.030544648,0.55058604,86.0,64.0,74.0
-0.08168972,-0.027937341,0.5501979,89.0,65.0,72.0
-0.08236697,-0.0253381,0.54981095,87.0,67.0,63.0
-0.08236697,-0.022782063,0.54981095,85.0,65.0,73.0
-0.08236697,-0.020226028,0.54981095,85.0,64.0,57.0
-0.08304215,-0.017642707,0.5494252,86.0,69.0,66.0
-0.08304215,-0.015090617,0.5494252,82.0,63.0,71.0
-0.08304215,-0.012538529,0.5494252,68.0,51.0,64.0
-0.08371522,-0.009971044,0.5490407,81.0,60.0,20.0
-0.08304215,-0.007434351,0.5494252,84.0,59.0,68.0
-0.08304215,-0.0048822616,0.5494252,86.0,62.0,77.0
-0.08168972,-0.0023373913,0.5501979,85.0,66.0,76.0
-0.08304215,2.2191627E-4,0.5494252,89.0,63.0,76.0
-0.08371522,0.0027697287,0.5490407,90.0,67.0,66.0
-0.08505519,0.0053015356,0.5482751,89.0,64.0,64.0
-0.08438627,0.007853928,0.5486573,80.0,57.0,61.0
-0.08371522,0.0104141915,0.5490407,85.0,64.0,51.0
-0.08371522,0.012962346,0.5490407,80.0,46.0,62.0
-0.08371522,0.0155105,0.5490407,82.0,58.0,67.0
-0.08438627,0.018030856,0.5486573,81.0,57.0,92.0
-0.08505519,0.020543464,0.5482751,82.0,61.0,63.0
-0.085722096,0.02304836,0.54789406,90.0,58.0,61.0
-0.085722096,0.025584782,0.54789406,76.0,49.0,31.0
-0.085722096,0.028121205,0.54789406,82.0,48.0,60.0
-0.085722096,0.030657629,0.54789406,75.0,51.0,49.0
-0.085722096,0.03319405,0.54789406,76.0,49.0,59.0
-0.08638695,0.035675723,0.5475142,77.0,55.0,54.0
-0.08638695,0.03820826,0.5475142,80.0,54.0,80.0
-0.085722096,0.04080332,0.54789406,73.0,54.0,60.0
-0.08505519,0.043406356,0.5482751,73.0,51.0,52.0
-0.085722096,0.045876164,0.54789406,81.0,55.0,60.0
-0.08638695,0.048338406,0.5475142,82.0,63.0,58.0
-0.08638695,0.05087094,0.5475142,83.0,66.0,69.0
-0.08638695,0.053403478,0.5475142,81.0,58.0,68.0
-0.085722096,0.056021854,0.54789406,85.0,67.0,48.0
-0.08438627,0.058738563,0.5486573,84.0,66.0,51.0
-0.08371522,0.06137728,0.5490407,83.0,58.0,77.0
-0.08505519,0.06372893,0.5482751,83.0,52.0,49.0
-0.085722096,0.06616755,0.54789406,73.0,59.0,60.0
-0.08638695,0.068598695,0.5475142,71.0,50.0,72.0
-0.079735205,-0.053620346,0.5483774,132.0,120.0,110.0
-0.079735205,-0.05105638,0.5483774,118.0,99.0,94.0
-0.08041656,-0.0484173,0.5479927,82.0,49.0,60.0
-0.08109578,-0.04578639,0.54760915,86.0,62.0,59.0
-0.08177292,-0.043163598,0.54722685,87.0,66.0,71.0
-0.08177292,-0.04061151,0.54722685,86.0,49.0,75.0
-0.08177292,-0.038059417,0.54722685,95.0,73.0,102.0
-0.08312094,-0.03539801,0.5464657,98.0,76.0,72.0
-0.08244795,-0.032904435,0.5468457,92.0,76.0,63.0
-0.08177292,-0.025298974,0.54722685,90.0,73.0,54.0
-0.08244795,-0.022711815,0.5468457,89.0,74.0,60.0
-0.08244795,-0.02016366,0.5468457,83.0,68.0,67.0
-0.08244795,-0.017615506,0.5468457,85.0,61.0,69.0
-0.08244795,-0.015067353,0.5468457,83.0,59.0,40.0
-0.083791815,-0.009940392,0.54608685,80.0,53.0,53.0
-0.08312094,-0.0074114623,0.5464657,82.0,51.0,62.0
-0.08312094,-0.0048672305,0.5464657,86.0,62.0,74.0
-0.08312094,-0.0023229986,0.5464657,91.0,63.0,78.0
-0.08446065,2.2055402E-4,0.5457092,87.0,67.0,58.0
-0.083791815,0.0027612143,0.54608685,90.0,68.0,68.0
-0.08446065,0.0052933996,0.5457092,91.0,72.0,55.0
-0.08446065,0.007829823,0.5457092,87.0,55.0,53.0
-0.083791815,0.010382178,0.54608685,92.0,71.0,103.0
-0.08446065,0.012902668,0.5457092,90.0,64.0,74.0
-0.083791815,0.015462821,0.54608685,90.0,66.0,70.0
-0.08446065,0.017975513,0.5457092,89.0,62.0,72.0
-0.08446065,0.020511936,0.5457092,85.0,60.0,65.0
-0.08446065,0.02304836,0.5457092,83.0,62.0,57.0
-0.08512745,0.025545578,0.54533273,77.0,53.0,29.0
-0.08512745,0.028078115,0.54533273,76.0,47.0,46.0
-0.08512745,0.033143185,0.54533273,79.0,45.0,54.0
-0.08579221,0.03562114,0.54495734,79.0,64.0,51.0
-0.08512745,0.03820826,0.54533273,76.0,53.0,54.0
-0.08446065,0.04080332,0.5457092,70.0,52.0,69.0
-0.083791815,0.043406356,0.54608685,79.0,63.0,78.0
-0.08446065,0.045876164,0.5457092,83.0,59.0,74.0
-0.08579221,0.048264448,0.54495734,87.0,74.0,69.0
-0.08579221,0.050793108,0.54495734,85.0,70.0,71.0
-0.08512745,0.053403478,0.54533273,89.0,61.0,72.0
-0.08512745,0.055936012,0.54533273,86.0,70.0,64.0
-0.083791815,0.058648285,0.54608685,83.0,67.0,70.0
-0.08446065,0.0610947,0.5457092,82.0,60.0,107.0
-0.08446065,0.063631125,0.5457092,90.0,63.0,72.0
-0.08446065,0.06616755,0.5457092,81.0,57.0,62.0
-0.07846007,-0.053620346,0.5461688,128.0,115.0,126.0
-0.0791434,-0.050977297,0.5457875,118.0,104.0,102.0
-0.0791434,-0.0484173,0.5457875,84.0,50.0,84.0
-0.07982459,-0.04578639,0.5454074,89.0,57.0,80.0
-0.08118068,-0.043097053,0.5446507,86.0,63.0,72.0
-0.081855625,-0.040486474,0.5442741,84.0,55.0,64.0
-0.08118068,-0.038000744,0.5446507,97.0,68.0,66.0
-0.08118068,-0.03545259,0.5446507,98.0,77.0,68.0
-0.081855625,-0.03285378,0.5442741,87.0,74.0,79.0
-0.081855625,-0.025221083,0.5442741,88.0,54.0,11.0
-0.081855625,-0.022676852,0.5442741,89.0,72.0,60.0
-0.08319922,-0.020070828,0.5435243,94.0,71.0,75.0
-0.082528435,-0.017561356,0.54389864,87.0,62.0,79.0
-0.081855625,-0.0074114623,0.5442741,75.0,56.0,36.0
-0.08118068,-0.0048747347,0.5446507,82.0,53.0,37.0
-0.08118068,-0.0023265802,0.5446507,88.0,64.0,87.0
-0.082528435,2.2089301E-4,0.54389864,84.0,62.0,73.0
-0.081855625,0.0027654648,0.5442741,87.0,65.0,76.0
-0.081855625,0.0053096963,0.5442741,86.0,70.0,62.0
-0.08319922,0.007829823,0.5435243,87.0,60.0,45.0
-0.08319922,0.010366245,0.5435243,101.0,69.0,77.0
-0.083867945,0.012882897,0.5431512,101.0,72.0,79.0
-0.08319922,0.020511936,0.5435243,82.0,62.0,78.0
-0.083867945,0.023013042,0.5431512,84.0,61.0,74.0
-0.08319922,0.025584782,0.5435243,79.0,54.0,63.0
-0.08453464,0.03562114,0.54277915,77.0,54.0,51.0
